name,artists,spotify_url
Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,https://open.spotify.com/track/6NJfIydBMYrXvlaXsFxmc8
Brucky,SR,https://open.spotify.com/track/09VwLfTaX6fYDZhofvEVbw
Opp Diddy Bop,Dezzie,https://open.spotify.com/track/5wFjPiP3ngva6Nqx1qQAq8
Driller sh!t,Unknown T,https://open.spotify.com/track/4hz8Qam7GBZQ6NXekyfNJ9
Talk Yo Shit,Digga D,https://open.spotify.com/track/3001UQ3RVtE6Rqt0spw1e9
Screwface Capital,Dave,https://open.spotify.com/track/65TggCitjPK0sUXtwgOkN9
Wiley Flow,Stormzy,https://open.spotify.com/track/5Rbj8akony3l0NNM5TjH1F
snap,SR,https://open.spotify.com/track/45N9KhXQu4NOosBEtR8vFR
Know Better (feat. Rv),Headie One,https://open.spotify.com/track/0IX9PL2dUVCHp6L4JQ9Rzq
Born Different Freestyle,Bck,https://open.spotify.com/track/7jkvtRYQmkFCzmNALezt1l
PR SAD x Fumez The Engineer - Plugged In,Fumez The Engineer,https://open.spotify.com/track/5of9Rmlf79DhK0dZzPADI7
Ganging (feat. Rv),Headie One,https://open.spotify.com/track/6U67fwgzZXkpkwuH3UvWTB
TPL x Fumez The Engineer - Plugged In Freestyle,Fumez The Engineer,https://open.spotify.com/track/2oW5T6viRcUuE6Ttk6TJ9B
#98 Stally x Maza x Billy Billions x DA x Fumez The Engineer - Plugged In,Fumez The Engineer,https://open.spotify.com/track/7FvNMfl36deVOGVR5Mz9VC
Far From Over,Dsav,https://open.spotify.com/track/5eXTTmPB4rOc59vlsBhpIC
Funky Friday,Dave,https://open.spotify.com/track/01IQ4aQgOf0Kkq3a273hmO
2 Chains,Headie One,https://open.spotify.com/track/6WoTtW8IOKd6EauCkALxR7
Thiago Silva,Dave,https://open.spotify.com/track/3DKCTIiJ97bS9TGiqcABjo
Daily Duppy (Cus I Can),Idris Elba,https://open.spotify.com/track/6PyI4jRIzQdsw7AEjbS6it
No Diet,Digga D,https://open.spotify.com/track/3HUb7feX3gdnzZVEHy5yFj
Rolling Stones,Loski,https://open.spotify.com/track/5veEBBfy0ajfVIZ4Jd2JLr
Daily Duppy, Pt. 1 (feat. GRM Daily),Dappy,https://open.spotify.com/track/439YfackhKk946RWQc7m4N
Game Over,Dave,https://open.spotify.com/track/0mn3HSJLVIqcXlcWkaXbgV
Lightwork Freestyle,Nito NB,https://open.spotify.com/track/2TqvOQIieRt52j5B1YuGyc
Sin Squad (SS) x Fumez The Engineer - Plugged In, Pt. 1,Fumez The Engineer,https://open.spotify.com/track/3M3oDj14E17m2qBM1i0kAO
Skepta x Fumez The Engineer - Plugged In,Fumez The Engineer,https://open.spotify.com/track/77LDURvNd8YwpQdynKs7oI
